time,am_pm,month_day,months,year,usage_kWh,date,day_of_week
05,AM,30,Oct,2014,0.601,2014-10-30,Thursday
06,AM,30th,Oct,2014,0.814,2014-10-30,Thursday
07,AM,30,Oct,2014,0.562,2014-10-30,Thursday
08,AM,30,Oct,2014,0.192,2014-10-30,Thursday
09,AM,30th,Oct,2014,0.149,2014-10-30,Thursday
10,AM,30,Oct,2014,0.281,2014-10-30,Thursday
11,AM,30,Oct,2014,0.252,2014-10-30,Thursday
12,AM,30th,Oct,2014,0.167,2014-10-30,Thursday
01,PM,30,Oct,2014,0.257,2014-10-30,Thursday
02,PM,30,Oct,2014,0.228,2014-10-30,Thursday
03,PM,30,Oct,2014,0.214,2014-10-30,Thursday
04,PM,30,Oct,2014,0.192,2014-10-30,Thursday
05,PM,30th,Oct,2014,0.811,2014-10-30,Thursday
06,PM,30th,Oct,2014,0.916,2014-10-30,Thursday
07,PM,30,Oct,2014,0.929,2014-10-30,Thursday
08,PM,30th,Oct,2014,0.912,2014-10-30,Thursday
09,PM,30,Oct,2014,0.428,2014-10-30,Thursday
10,PM,30th,Oct,2014,0.282,2014-10-30,Thursday
11,PM,30th,Oct,2014,0.324,2014-10-30,Thursday
12,PM,30,Oct,2014,0.291,2014-10-30,Thursday
01,AM,31,Oct,2014,0.096,2014-10-31,Friday
02,AM,31st,Oct,2014,0.109,2014-10-31,Friday
03,AM,31,Oct,2014,0.118,2014-10-31,Friday
04,AM,31st,Oct,2014,0.127,2014-10-31,Friday
05,AM,31st,Oct,2014,0.62,2014-10-31,Friday
06,AM,31,Oct,2014,0.742,2014-10-31,Friday
07,AM,31st,Oct,2014,0.556,2014-10-31,Friday
08,AM,31,Oct,2014,0.274,2014-10-31,Friday
09,AM,31st,Oct,2014,0.173,2014-10-31,Friday
10,AM,31,Oct,2014,0.202,2014-10-31,Friday
11,AM,31st,Oct,2014,0.327,2014-10-31,Friday
12,AM,31st,Oct,2014,0.169,2014-10-31,Friday
01,PM,31st,Oct,2014,0.283,2014-10-31,Friday
02,PM,31,Oct,2014,0.257,2014-10-31,Friday
03,PM,31st,Oct,2014,0.242,2014-10-31,Friday
04,PM,31,Oct,2014,0.254,2014-10-31,Friday
05,PM,31st,Oct,2014,0.749,2014-10-31,Friday
06,PM,31,Oct,2014,0.966,2014-10-31,Friday
07,PM,31st,Oct,2014,1.004,2014-10-31,Friday
08,PM,31st,Oct,2014,1.133,2014-10-31,Friday
09,PM,31,Oct,2014,0.226,2014-10-31,Friday
10,PM,31st,Oct,2014,0.34,2014-10-31,Friday
11,PM,31,Oct,2014,0.558,2014-10-31,Friday
12,PM,31st,Oct,2014,0.354,2014-10-31,Friday
01,AM,1st,Nov,2014,0.149,2014-11-01,Saturday
02,AM,1st,Nov,2014,0.126,2014-11-01,Saturday
03,AM,01st,Nov,2014,0.131,2014-11-01,Saturday
04,AM,1st,Nov,2014,0.116,2014-11-01,Saturday
05,AM,1st,Nov,2014,0.157,2014-11-01,Saturday
06,AM,1st,Nov,2014,0.392,2014-11-01,Saturday
07,AM,01st,Nov,2014,0.437,2014-11-01,Saturday
08,AM,01,Nov,2014,0.532,2014-11-01,Saturday
09,AM,1st,Nov,2014,0.369,2014-11-01,Saturday
10,AM,01st,Nov,2014,0.254,2014-11-01,Saturday
11,AM,01,Nov,2014,0.289,2014-11-01,Saturday
12,AM,1st,Nov,2014,0.324,2014-11-01,Saturday
01,PM,01st,Nov,2014,0.243,2014-11-01,Saturday
02,PM,01,Nov,2014,0.418,2014-11-01,Saturday
03,PM,01,Nov,2014,0.381,2014-11-01,Saturday
04,PM,1st,Nov,2014,0.446,2014-11-01,Saturday
05,PM,1st,Nov,2014,0.409,2014-11-01,Saturday
06,PM,01,Nov,2014,0.802,2014-11-01,Saturday
07,PM,01,Nov,2014,0.842,2014-11-01,Saturday
08,PM,1st,Nov,2014,0.972,2014-11-01,Saturday
09,PM,01st,Nov,2014,0.151,2014-11-01,Saturday
10,PM,01,Nov,2014,0.193,2014-11-01,Saturday
11,PM,1st,Nov,2014,0.509,2014-11-01,Saturday
12,PM,01st,Nov,2014,0.297,2014-11-01,Saturday
01,AM,02nd,Nov,2014,0.159,2014-11-02,Sunday
02,AM,02,Nov,2014,0.155,2014-11-02,Sunday
03,AM,02,Nov,2014,0.116,2014-11-02,Sunday
04,AM,02,Nov,2014,0.157,2014-11-02,Sunday
05,AM,02,Nov,2014,0.14,2014-11-02,Sunday
06,AM,02,Nov,2014,0.317,2014-11-02,Sunday
07,AM,02,Nov,2014,0.529,2014-11-02,Sunday
08,AM,02nd,Nov,2014,0.597,2014-11-02,Sunday
09,AM,02,Nov,2014,0.348,2014-11-02,Sunday
10,AM,02,Nov,2014,0.324,2014-11-02,Sunday
11,AM,02,Nov,2014,0.259,2014-11-02,Sunday
12,AM,2nd,Nov,2014,0.342,2014-11-02,Sunday
01,PM,02nd,Nov,2014,0.23,2014-11-02,Sunday
02,PM,2nd,Nov,2014,0.335,2014-11-02,Sunday
03,PM,02nd,Nov,2014,0.365,2014-11-02,Sunday
04,PM,02,Nov,2014,0.352,2014-11-02,Sunday
05,PM,02,Nov,2014,0.397,2014-11-02,Sunday
06,PM,2nd,Nov,2014,0.794,2014-11-02,Sunday
07,PM,2nd,Nov,2014,0.648,2014-11-02,Sunday
08,PM,2nd,Nov,2014,0.859,2014-11-02,Sunday
09,PM,02nd,Nov,2014,0.289,2014-11-02,Sunday
10,PM,2nd,Nov,2014,0.212,2014-11-02,Sunday
11,PM,2nd,Nov,2014,0.266,2014-11-02,Sunday
12,PM,02,Nov,2014,0.311,2014-11-02,Sunday
01,AM,3rd,Nov,2014,0.085,2014-11-03,Monday
02,AM,03rd,Nov,2014,0.095,2014-11-03,Monday
03,AM,03,Nov,2014,0.108,2014-11-03,Monday
04,AM,3rd,Nov,2014,0.078,2014-11-03,Monday
05,AM,3rd,Nov,2014,0.45,2014-11-03,Monday
06,AM,03rd,Nov,2014,0.513,2014-11-03,Monday
07,AM,03,Nov,2014,0.486,2014-11-03,Monday
08,AM,03,Nov,2014,0.187,2014-11-03,Monday
09,AM,03,Nov,2014,0.153,2014-11-03,Monday
10,AM,3rd,Nov,2014,0.146,2014-11-03,Monday
11,AM,03,Nov,2014,0.248,2014-11-03,Monday
12,AM,03,Nov,2014,0.157,2014-11-03,Monday
01,PM,3rd,Nov,2014,0.207,2014-11-03,Monday
02,PM,3rd,Nov,2014,0.198,2014-11-03,Monday
03,PM,3rd,Nov,2014,0.193,2014-11-03,Monday
04,PM,3rd,Nov,2014,0.202,2014-11-03,Monday
05,PM,03,Nov,2014,0.491,2014-11-03,Monday
06,PM,03,Nov,2014,0.687,2014-11-03,Monday
07,PM,03,Nov,2014,0.972,2014-11-03,Monday
08,PM,03,Nov,2014,0.684,2014-11-03,Monday
09,PM,03,Nov,2014,0.302,2014-11-03,Monday
10,PM,3rd,Nov,2014,0.254,2014-11-03,Monday
11,PM,03,Nov,2014,0.205,2014-11-03,Monday
12,PM,03rd,Nov,2014,0.20,2014-11-03,Monday
01,AM,04,Nov,2014,0.088,2014-11-04,Tuesday
02,AM,4th,Nov,2014,0.104,2014-11-04,Tuesday
03,AM,04,Nov,2014,0.084,2014-11-04,Tuesday
04,AM,4th,Nov,2014,0.077,2014-11-04,Tuesday
05,AM,4th,Nov,2014,0.559,2014-11-04,Tuesday
06,AM,4th,Nov,2014,0.491,2014-11-04,Tuesday
07,AM,04,Nov,2014,0.356,2014-11-04,Tuesday
08,AM,04,Nov,2014,0.205,2014-11-04,Tuesday
09,AM,4th,Nov,2014,0.162,2014-11-04,Tuesday
10,AM,04th,Nov,2014,0.153,2014-11-04,Tuesday
11,AM,04,Nov,2014,0.241,2014-11-04,Tuesday
12,AM,4th,Nov,2014,0.116,2014-11-04,Tuesday
01,PM,04,Nov,2014,0.216,2014-11-04,Tuesday
02,PM,04,Nov,2014,0.203,2014-11-04,Tuesday
03,PM,04,Nov,2014,0.162,2014-11-04,Tuesday
04,PM,04,Nov,2014,0.196,2014-11-04,Tuesday
05,PM,4th,Nov,2014,0.527,2014-11-04,Tuesday
06,PM,04th,Nov,2014,0.662,2014-11-04,Tuesday
07,PM,04,Nov,2014,0.818,2014-11-04,Tuesday
08,PM,4th,Nov,2014,0.814,2014-11-04,Tuesday
09,PM,04,Nov,2014,0.286,2014-11-04,Tuesday
10,PM,04,Nov,2014,0.259,2014-11-04,Tuesday
11,PM,04,Nov,2014,0.232,2014-11-04,Tuesday
12,PM,04,Nov,2014,0.239,2014-11-04,Tuesday
01,AM,05,Nov,2014,0.101,2014-11-05,Wednesday
02,AM,05,Nov,2014,0.082,2014-11-05,Wednesday
03,AM,05,Nov,2014,0.076,2014-11-05,Wednesday
04,AM,5th,Nov,2014,0.102,2014-11-05,Wednesday
05,AM,05th,Nov,2014,0.584,2014-11-05,Wednesday
06,AM,5th,Nov,2014,0.497,2014-11-05,Wednesday
07,AM,05,Nov,2014,0.45,2014-11-05,Wednesday
08,AM,5th,Nov,2014,0.20,2014-11-05,Wednesday
09,AM,05,Nov,2014,0.109,2014-11-05,Wednesday
10,AM,05,Nov,2014,0.158,2014-11-05,Wednesday
11,AM,05,Nov,2014,0.252,2014-11-05,Wednesday
12,AM,05th,Nov,2014,0.157,2014-11-05,Wednesday
01,PM,5th,Nov,2014,0.158,2014-11-05,Wednesday
02,PM,05,Nov,2014,0.209,2014-11-05,Wednesday
03,PM,05,Nov,2014,0.184,2014-11-05,Wednesday
04,PM,5th,Nov,2014,0.171,2014-11-05,Wednesday
05,PM,05,Nov,2014,0.69,2014-11-05,Wednesday
06,PM,05,Nov,2014,0.643,2014-11-05,Wednesday
07,PM,05th,Nov,2014,0.964,2014-11-05,Wednesday
08,PM,05th,Nov,2014,0.605,2014-11-05,Wednesday
09,PM,05,Nov,2014,0.311,2014-11-05,Wednesday
10,PM,05,Nov,2014,0.216,2014-11-05,Wednesday
11,PM,05th,Nov,2014,0.225,2014-11-05,Wednesday
12,PM,5th,Nov,2014,0.218,2014-11-05,Wednesday
01,AM,06th,Nov,2014,0.103,2014-11-06,Thursday
02,AM,06,Nov,2014,0.086,2014-11-06,Thursday
03,AM,06,Nov,2014,0.091,2014-11-06,Thursday
04,AM,06,Nov,2014,0.102,2014-11-06,Thursday
05,AM,06,Nov,2014,0.584,2014-11-06,Thursday
06,AM,6th,Nov,2014,0.589,2014-11-06,Thursday
07,AM,06th,Nov,2014,0.356,2014-11-06,Thursday
08,AM,6th,Nov,2014,0.185,2014-11-06,Thursday
09,AM,06,Nov,2014,0.126,2014-11-06,Thursday
10,AM,6th,Nov,2014,0.196,2014-11-06,Thursday
11,AM,06,Nov,2014,0.243,2014-11-06,Thursday
12,AM,06th,Nov,2014,0.12,2014-11-06,Thursday
01,PM,6th,Nov,2014,0.162,2014-11-06,Thursday
02,PM,06,Nov,2014,0.16,2014-11-06,Thursday
03,PM,06,Nov,2014,0.189,2014-11-06,Thursday
04,PM,06,Nov,2014,0.149,2014-11-06,Thursday
05,PM,06,Nov,2014,0.644,2014-11-06,Thursday
06,PM,06,Nov,2014,0.731,2014-11-06,Thursday
07,PM,6th,Nov,2014,0.656,2014-11-06,Thursday
08,PM,06th,Nov,2014,0.828,2014-11-06,Thursday
09,PM,06,Nov,2014,0.308,2014-11-06,Thursday
10,PM,06th,Nov,2014,0.236,2014-11-06,Thursday
11,PM,06,Nov,2014,0.198,2014-11-06,Thursday
12,PM,06th,Nov,2014,0.203,2014-11-06,Thursday
01,AM,07th,Nov,2014,0.084,2014-11-07,Friday
02,AM,07,Nov,2014,0.074,2014-11-07,Friday
03,AM,07,Nov,2014,0.099,2014-11-07,Friday
04,AM,07,Nov,2014,0.077,2014-11-07,Friday
05,AM,07th,Nov,2014,0.515,2014-11-07,Friday
06,AM,07,Nov,2014,0.643,2014-11-07,Friday
07,AM,7th,Nov,2014,0.393,2014-11-07,Friday
08,AM,07,Nov,2014,0.169,2014-11-07,Friday
09,AM,07,Nov,2014,0.124,2014-11-07,Friday
10,AM,07,Nov,2014,0.166,2014-11-07,Friday
11,AM,07,Nov,2014,0.196,2014-11-07,Friday
12,AM,07,Nov,2014,0.112,2014-11-07,Friday
01,PM,7th,Nov,2014,0.209,2014-11-07,Friday
02,PM,07,Nov,2014,0.187,2014-11-07,Friday
03,PM,07,Nov,2014,0.216,2014-11-07,Friday
04,PM,07,Nov,2014,0.216,2014-11-07,Friday
05,PM,07th,Nov,2014,0.544,2014-11-07,Friday
06,PM,07,Nov,2014,0.624,2014-11-07,Friday
07,PM,07,Nov,2014,0.77,2014-11-07,Friday
08,PM,07,Nov,2014,0.641,2014-11-07,Friday
09,PM,7th,Nov,2014,0.216,2014-11-07,Friday
10,PM,07,Nov,2014,0.268,2014-11-07,Friday
11,PM,07th,Nov,2014,0.374,2014-11-07,Friday
12,PM,07,Nov,2014,0.221,2014-11-07,Friday
01,AM,8th,Nov,2014,0.155,2014-11-08,Saturday
02,AM,8th,Nov,2014,0.146,2014-11-08,Saturday
03,AM,08,Nov,2014,0.136,2014-11-08,Saturday
04,AM,08,Nov,2014,0.132,2014-11-08,Saturday
05,AM,8th,Nov,2014,0.146,2014-11-08,Saturday
06,AM,08,Nov,2014,0.288,2014-11-08,Saturday
07,AM,8th,Nov,2014,0.432,2014-11-08,Saturday
08,AM,08,Nov,2014,0.567,2014-11-08,Saturday
09,AM,08th,Nov,2014,0.344,2014-11-08,Saturday
10,AM,08th,Nov,2014,0.273,2014-11-08,Saturday
11,AM,08,Nov,2014,0.251,2014-11-08,Saturday
12,AM,08,Nov,2014,0.378,2014-11-08,Saturday
01,PM,08,Nov,2014,0.278,2014-11-08,Saturday
02,PM,08,Nov,2014,0.306,2014-11-08,Saturday
03,PM,08,Nov,2014,0.389,2014-11-08,Saturday
04,PM,8th,Nov,2014,0.454,2014-11-08,Saturday
05,PM,08,Nov,2014,0.324,2014-11-08,Saturday
06,PM,8th,Nov,2014,0.697,2014-11-08,Saturday
07,PM,8th,Nov,2014,0.721,2014-11-08,Saturday
08,PM,08,Nov,2014,0.664,2014-11-08,Saturday
09,PM,08,Nov,2014,0.162,2014-11-08,Saturday
10,PM,08,Nov,2014,0.149,2014-11-08,Saturday
11,PM,8th,Nov,2014,0.437,2014-11-08,Saturday
12,PM,08th,Nov,2014,0.27,2014-11-08,Saturday
01,AM,09,Nov,2014,0.153,2014-11-09,Sunday
02,AM,9th,Nov,2014,0.123,2014-11-09,Sunday
03,AM,09,Nov,2014,0.161,2014-11-09,Sunday
04,AM,09,Nov,2014,0.132,2014-11-09,Sunday
05,AM,9th,Nov,2014,0.149,2014-11-09,Sunday
06,AM,9th,Nov,2014,0.392,2014-11-09,Sunday
07,AM,9th,Nov,2014,0.632,2014-11-09,Sunday
08,AM,09th,Nov,2014,0.62,2014-11-09,Sunday
09,AM,9th,Nov,2014,0.36,2014-11-09,Sunday
10,AM,9th,Nov,2014,0.216,2014-11-09,Sunday
11,AM,9th,Nov,2014,0.286,2014-11-09,Sunday
12,AM,09,Nov,2014,0.299,2014-11-09,Sunday
01,PM,09,Nov,2014,0.286,2014-11-09,Sunday
02,PM,09,Nov,2014,0.403,2014-11-09,Sunday
03,PM,09th,Nov,2014,0.348,2014-11-09,Sunday
04,PM,9th,Nov,2014,0.393,2014-11-09,Sunday
05,PM,09th,Nov,2014,0.482,2014-11-09,Sunday
06,PM,09,Nov,2014,0.826,2014-11-09,Sunday
07,PM,09th,Nov,2014,0.956,2014-11-09,Sunday
08,PM,09,Nov,2014,0.948,2014-11-09,Sunday
09,PM,09,Nov,2014,0.308,2014-11-09,Sunday
10,PM,09,Nov,2014,0.25,2014-11-09,Sunday
11,PM,09th,Nov,2014,0.218,2014-11-09,Sunday
12,PM,09,Nov,2014,0.259,2014-11-09,Sunday
01,AM,10,Nov,2014,0.077,2014-11-10,Monday
02,AM,10,Nov,2014,0.098,2014-11-10,Monday
03,AM,10th,Nov,2014,0.085,2014-11-10,Monday
04,AM,10,Nov,2014,0.09,2014-11-10,Monday
05,AM,10th,Nov,2014,0.505,2014-11-10,Monday
06,AM,10th,Nov,2014,0.502,2014-11-10,Monday
07,AM,10th,Nov,2014,0.478,2014-11-10,Monday
08,AM,10,Nov,2014,0.144,2014-11-10,Monday
09,AM,10,Nov,2014,0.132,2014-11-10,Monday
10,AM,10,Nov,2014,0.193,2014-11-10,Monday
11,AM,10,Nov,2014,0.27,2014-11-10,Monday
12,AM,10th,Nov,2014,0.157,2014-11-10,Monday
01,PM,10,Nov,2014,0.18,2014-11-10,Monday
02,PM,10,Nov,2014,0.189,2014-11-10,Monday
03,PM,10th,Nov,2014,0.176,2014-11-10,Monday
04,PM,10,Nov,2014,0.151,2014-11-10,Monday
05,PM,10,Nov,2014,0.679,2014-11-10,Monday
06,PM,10,Nov,2014,0.687,2014-11-10,Monday
07,PM,10,Nov,2014,0.826,2014-11-10,Monday
08,PM,10th,Nov,2014,0.842,2014-11-10,Monday
09,PM,10,Nov,2014,0.246,2014-11-10,Monday
10,PM,10th,Nov,2014,0.254,2014-11-10,Monday
11,PM,10,Nov,2014,0.18,2014-11-10,Monday
12,PM,10,Nov,2014,0.196,2014-11-10,Monday
01,AM,11th,Nov,2014,0.073,2014-11-11,Tuesday
02,AM,11th,Nov,2014,0.098,2014-11-11,Tuesday
03,AM,11th,Nov,2014,0.09,2014-11-11,Tuesday
04,AM,11,Nov,2014,0.082,2014-11-11,Tuesday
05,AM,11th,Nov,2014,0.594,2014-11-11,Tuesday
06,AM,11,Nov,2014,0.502,2014-11-11,Tuesday
07,AM,11th,Nov,2014,0.437,2014-11-11,Tuesday
08,AM,11th,Nov,2014,0.216,2014-11-11,Tuesday
09,AM,11,Nov,2014,0.147,2014-11-11,Tuesday
10,AM,11,Nov,2014,0.189,2014-11-11,Tuesday
11,AM,11th,Nov,2014,0.20,2014-11-11,Tuesday
12,AM,11,Nov,2014,0.115,2014-11-11,Tuesday
01,PM,11,Nov,2014,0.20,2014-11-11,Tuesday
02,PM,11,Nov,2014,0.198,2014-11-11,Tuesday
03,PM,11,Nov,2014,0.194,2014-11-11,Tuesday
04,PM,11th,Nov,2014,0.205,2014-11-11,Tuesday
05,PM,11,Nov,2014,0.679,2014-11-11,Tuesday
06,PM,11th,Nov,2014,0.636,2014-11-11,Tuesday
07,PM,11th,Nov,2014,0.705,2014-11-11,Tuesday
08,PM,11,Nov,2014,0.619,2014-11-11,Tuesday
09,PM,11th,Nov,2014,0.278,2014-11-11,Tuesday
10,PM,11th,Nov,2014,0.268,2014-11-11,Tuesday
11,PM,11th,Nov,2014,0.212,2014-11-11,Tuesday
12,PM,11th,Nov,2014,0.248,2014-11-11,Tuesday
01,AM,12,Nov,2014,0.102,2014-11-12,Wednesday
02,AM,12th,Nov,2014,0.107,2014-11-12,Wednesday
03,AM,12th,Nov,2014,0.097,2014-11-12,Wednesday
04,AM,12,Nov,2014,0.077,2014-11-12,Wednesday
05,AM,12th,Nov,2014,0.589,2014-11-12,Wednesday
06,AM,12th,Nov,2014,0.637,2014-11-12,Wednesday
07,AM,12th,Nov,2014,0.474,2014-11-12,Wednesday
08,AM,12,Nov,2014,0.185,2014-11-12,Wednesday
09,AM,12th,Nov,2014,0.154,2014-11-12,Wednesday
10,AM,12,Nov,2014,0.158,2014-11-12,Wednesday
11,AM,12th,Nov,2014,0.18,2014-11-12,Wednesday
12,AM,12,Nov,2014,0.131,2014-11-12,Wednesday
01,PM,12th,Nov,2014,0.189,2014-11-12,Wednesday
02,PM,12th,Nov,2014,0.153,2014-11-12,Wednesday
03,PM,12th,Nov,2014,0.20,2014-11-12,Wednesday
04,PM,12th,Nov,2014,0.212,2014-11-12,Wednesday
05,PM,12th,Nov,2014,0.673,2014-11-12,Wednesday
06,PM,12th,Nov,2014,0.674,2014-11-12,Wednesday
07,PM,12,Nov,2014,0.948,2014-11-12,Wednesday
08,PM,12,Nov,2014,0.778,2014-11-12,Wednesday
09,PM,12,Nov,2014,0.224,2014-11-12,Wednesday
10,PM,12,Nov,2014,0.18,2014-11-12,Wednesday
11,PM,12th,Nov,2014,0.216,2014-11-12,Wednesday
12,PM,12th,Nov,2014,0.223,2014-11-12,Wednesday
01,AM,13th,Nov,2014,0.092,2014-11-13,Thursday
02,AM,13th,Nov,2014,0.095,2014-11-13,Thursday
03,AM,13th,Nov,2014,0.079,2014-11-13,Thursday
04,AM,13,Nov,2014,0.086,2014-11-13,Thursday
05,AM,13,Nov,2014,0.594,2014-11-13,Thursday
06,AM,13,Nov,2014,0.551,2014-11-13,Thursday
07,AM,13,Nov,2014,0.332,2014-11-13,Thursday
08,AM,13th,Nov,2014,0.205,2014-11-13,Thursday
09,AM,13,Nov,2014,0.112,2014-11-13,Thursday
10,AM,13th,Nov,2014,0.149,2014-11-13,Thursday
11,AM,13,Nov,2014,0.214,2014-11-13,Thursday
12,AM,13,Nov,2014,0.112,2014-11-13,Thursday
01,PM,13,Nov,2014,0.216,2014-11-13,Thursday
02,PM,13,Nov,2014,0.144,2014-11-13,Thursday
03,PM,13th,Nov,2014,0.153,2014-11-13,Thursday
04,PM,13th,Nov,2014,0.212,2014-11-13,Thursday
05,PM,13th,Nov,2014,0.661,2014-11-13,Thursday
06,PM,13th,Nov,2014,0.68,2014-11-13,Thursday
07,PM,13,Nov,2014,0.689,2014-11-13,Thursday
08,PM,13th,Nov,2014,0.857,2014-11-13,Thursday
09,PM,13th,Nov,2014,0.216,2014-11-13,Thursday
10,PM,13th,Nov,2014,0.18,2014-11-13,Thursday
11,PM,13th,Nov,2014,0.234,2014-11-13,Thursday
12,PM,13th,Nov,2014,0.243,2014-11-13,Thursday
01,AM,14,Nov,2014,0.087,2014-11-14,Friday
02,AM,14th,Nov,2014,0.102,2014-11-14,Friday
03,AM,14th,Nov,2014,0.077,2014-11-14,Friday
04,AM,14,Nov,2014,0.079,2014-11-14,Friday
05,AM,14,Nov,2014,0.49,2014-11-14,Friday
06,AM,14th,Nov,2014,0.502,2014-11-14,Friday
07,AM,14,Nov,2014,0.356,2014-11-14,Friday
08,AM,14,Nov,2014,0.211,2014-11-14,Friday
09,AM,14,Nov,2014,0.123,2014-11-14,Friday
10,AM,14th,Nov,2014,0.178,2014-11-14,Friday
11,AM,14th,Nov,2014,0.191,2014-11-14,Friday
12,AM,14,Nov,2014,0.146,2014-11-14,Friday
01,PM,14th,Nov,2014,0.193,2014-11-14,Friday
02,PM,14,Nov,2014,0.157,2014-11-14,Friday
03,PM,14,Nov,2014,0.214,2014-11-14,Friday
04,PM,14,Nov,2014,0.157,2014-11-14,Friday
05,PM,14,Nov,2014,0.655,2014-11-14,Friday
06,PM,14,Nov,2014,0.687,2014-11-14,Friday
07,PM,14,Nov,2014,0.972,2014-11-14,Friday
08,PM,14th,Nov,2014,0.763,2014-11-14,Friday
09,PM,14,Nov,2014,0.148,2014-11-14,Friday
10,PM,14,Nov,2014,0.35,2014-11-14,Friday
11,PM,14,Nov,2014,0.423,2014-11-14,Friday
12,PM,14,Nov,2014,0.203,2014-11-14,Friday
01,AM,15,Nov,2014,0.139,2014-11-15,Saturday
02,AM,15,Nov,2014,0.135,2014-11-15,Saturday
03,AM,15th,Nov,2014,0.162,2014-11-15,Saturday
04,AM,15,Nov,2014,0.146,2014-11-15,Saturday
05,AM,15th,Nov,2014,0.15,2014-11-15,Saturday
06,AM,15,Nov,2014,0.367,2014-11-15,Saturday
07,AM,15th,Nov,2014,0.459,2014-11-15,Saturday
08,AM,15th,Nov,2014,0.579,2014-11-15,Saturday
09,AM,15th,Nov,2014,0.458,2014-11-15,Saturday
10,AM,15,Nov,2014,0.297,2014-11-15,Saturday
11,AM,15th,Nov,2014,0.289,2014-11-15,Saturday
12,AM,15th,Nov,2014,0.317,2014-11-15,Saturday
01,PM,15th,Nov,2014,0.316,2014-11-15,Saturday
02,PM,15,Nov,2014,0.292,2014-11-15,Saturday
03,PM,15,Nov,2014,0.421,2014-11-15,Saturday
04,PM,15,Nov,2014,0.409,2014-11-15,Saturday
05,PM,15th,Nov,2014,0.47,2014-11-15,Saturday
06,PM,15th,Nov,2014,0.664,2014-11-15,Saturday
07,PM,15,Nov,2014,0.948,2014-11-15,Saturday
08,PM,15th,Nov,2014,0.875,2014-11-15,Saturday
09,PM,15,Nov,2014,0.16,2014-11-15,Saturday
10,PM,15,Nov,2014,0.203,2014-11-15,Saturday
11,PM,15,Nov,2014,0.387,2014-11-15,Saturday
12,PM,15th,Nov,2014,0.319,2014-11-15,Saturday
01,AM,16,Nov,2014,0.147,2014-11-16,Sunday
02,AM,16th,Nov,2014,0.153,2014-11-16,Sunday
03,AM,16,Nov,2014,0.122,2014-11-16,Sunday
04,AM,16th,Nov,2014,0.159,2014-11-16,Sunday
05,AM,16,Nov,2014,0.134,2014-11-16,Sunday
06,AM,16,Nov,2014,0.331,2014-11-16,Sunday
07,AM,16th,Nov,2014,0.605,2014-11-16,Sunday
08,AM,16th,Nov,2014,0.48,2014-11-16,Sunday
09,AM,16th,Nov,2014,0.373,2014-11-16,Sunday
10,AM,16th,Nov,2014,0.265,2014-11-16,Sunday
11,AM,16th,Nov,2014,0.292,2014-11-16,Sunday
12,AM,16th,Nov,2014,0.31,2014-11-16,Sunday
01,PM,16th,Nov,2014,0.267,2014-11-16,Sunday
02,PM,16,Nov,2014,0.378,2014-11-16,Sunday
03,PM,16th,Nov,2014,0.462,2014-11-16,Sunday
04,PM,16,Nov,2014,0.352,2014-11-16,Sunday
05,PM,16,Nov,2014,0.409,2014-11-16,Sunday
06,PM,16,Nov,2014,0.972,2014-11-16,Sunday
07,PM,16,Nov,2014,0.867,2014-11-16,Sunday
08,PM,16,Nov,2014,0.867,2014-11-16,Sunday
09,PM,16,Nov,2014,0.238,2014-11-16,Sunday
10,PM,16th,Nov,2014,0.218,2014-11-16,Sunday
11,PM,16,Nov,2014,0.232,2014-11-16,Sunday
12,PM,16,Nov,2014,0.302,2014-11-16,Sunday
01,AM,17,Nov,2014,0.08,2014-11-17,Monday
02,AM,17,Nov,2014,0.094,2014-11-17,Monday
03,AM,17,Nov,2014,0.084,2014-11-17,Monday
04,AM,17,Nov,2014,0.091,2014-11-17,Monday
05,AM,17,Nov,2014,0.446,2014-11-17,Monday
06,AM,17,Nov,2014,0.632,2014-11-17,Monday
07,AM,17th,Nov,2014,0.413,2014-11-17,Monday
08,AM,17,Nov,2014,0.209,2014-11-17,Monday
09,AM,17th,Nov,2014,0.155,2014-11-17,Monday
10,AM,17,Nov,2014,0.189,2014-11-17,Monday
11,AM,17,Nov,2014,0.209,2014-11-17,Monday
12,AM,17,Nov,2014,0.12,2014-11-17,Monday
01,PM,17th,Nov,2014,0.164,2014-11-17,Monday
02,PM,17th,Nov,2014,0.184,2014-11-17,Monday
03,PM,17th,Nov,2014,0.176,2014-11-17,Monday
04,PM,17,Nov,2014,0.189,2014-11-17,Monday
05,PM,17th,Nov,2014,0.62,2014-11-17,Monday
06,PM,17th,Nov,2014,0.662,2014-11-17,Monday
07,PM,17th,Nov,2014,0.899,2014-11-17,Monday
08,PM,17,Nov,2014,0.857,2014-11-17,Monday
09,PM,17th,Nov,2014,0.23,2014-11-17,Monday
10,PM,17,Nov,2014,0.234,2014-11-17,Monday
11,PM,17,Nov,2014,0.225,2014-11-17,Monday
12,PM,17,Nov,2014,0.207,2014-11-17,Monday
01,AM,18,Nov,2014,0.102,2014-11-18,Tuesday
02,AM,18th,Nov,2014,0.075,2014-11-18,Tuesday
03,AM,18,Nov,2014,0.095,2014-11-18,Tuesday
04,AM,18,Nov,2014,0.095,2014-11-18,Tuesday
05,AM,18th,Nov,2014,0.416,2014-11-18,Tuesday
06,AM,18,Nov,2014,0.616,2014-11-18,Tuesday
